Name,IATA Code,ICAO Code,Prefix,Fleet Size,Destinations,Callsign,Logo URL,Wikipedia URL,AOC Number,Hubs,Destinations - actual names and airport/city code,Website,Key people,Employees,Headquarters,Alliance,Frequent-flyer programs,Revenue,Operating Income,Net Income,Total assets,Total equity,Founded
Swiss Air Force,-,SUI,HB,137,0,,https://images.planefinder.net/api/logo/SUI/w/256,https://en.wikipedia.org/wiki/Swiss_Air_Force,,,,www .vtg .admin .ch /en /swiss-air-force,,,,,,,,,,,31 July 1914 ( 1914-07-31 )
Swoop,WO,WSW,C,0,0,SWOOP,https://images.planefinder.net/api/logo/WSW/w/256,https://en.wikipedia.org/wiki/Swoop_%28airline%29,Canada 18771 ; United States 5OOF541F,Abbotsford ; Edmonton ; Hamilton (ON) ; Toronto–Pearson ; Winnipeg,Canada ( Alberta ): Edmonton (YEG) — Edmonton International Airport; Canada ( British Columbia ): Abbotsford (YXX) — Abbotsford International Airport; Comox: CFB Comox — Terminated; Kelowna: Kelowna International Airport — Terminated; Victoria: Victoria International Airport — Terminated; Canada ( Manitoba ): Winnipeg (YWG) — Winnipeg James Armstrong Richardson International Airport; Saint John: Saint John Airport — Terminated; St. John's: St. John's International Airport — Terminated; Canada ( Ontario ): Hamilton (YHM) — John C. Munro Hamilton International Airport; London: London International Airport — Terminated; Ottawa: Ottawa Macdonald–Cartier International Airport — Terminated; Toronto: Toronto Pearson International Airport — Base; Saskatoon: Saskatoon John G. Diefenbaker International Airport — Terminated; Montego Bay: Sangster International Airport — Terminated; San Diego: San Diego International Airport — Terminated; Orlando: Orlando International Airport — Terminated; St. Petersburg: St. Pete–Clearwater International Airport — Terminated; Tampa: Tampa International Airport — Terminated,,,,"Calgary , Alberta , Canada",,,,,,,,"September 27, 2017 ( 2017-09-27 ); June 20, 2018 ( 2018-06-20 )"
Sylt Air,7E,AWU,D,2,2,SYLT AIR,https://images.planefinder.net/api/logo/AWU/w/256,https://en.wikipedia.org/wiki/Sylt_Air,,Sylt Airport,,syltair.de,,,"Tinnum , Germany",,,,,,,,1963 ( 1963 )
Syrian Air,RB,SYR,YK,1,0,SYRIANAIR,https://images.planefinder.net/api/logo/SYR/w/256,https://en.wikipedia.org/wiki/Syrian_Air,,Damascus International Airport; Damascus ; Aleppo,Azerbaijan: Baku (GYD) — Heydar Aliyev International Airport; India: Delhi (DEL) — Indira Gandhi International Airport; Iraq: Baghdad (BGW) — Baghdad International Airport; Jordan: Amman (AMM) — Queen Alia International Airport; Kuwait: Kuwait City (KWI) — Kuwait International Airport; Lebanon: Beirut (BEY) — Beirut–Rafic Hariri International Airport; Libya: Benghazi (BEN) — Benina International Airport; Saudi Arabia: Dammam (DMM) — King Fahd International Airport; Medina: Prince Mohammad bin Abdulaziz International Airport — Seasonal; Syria: Aleppo (ALP) — Aleppo International Airport; Damascus: Damascus International Airport — Hub; Latakia: Latakia International Airport — Suspended; Qamishli: Qamishli Airport — Suspended; Qatar: Doha (DOH) — Hamad International Airport; Turkey: Istanbul (IST) — Istanbul Airport; United Arab Emirates: Abu Dhabi (AUH) — Zayed International Airport,syrian-airlines .net,Sameh Arabi ( director general ),5325 (2010),"Yusuf al-Azma Square , Damascus, Syria",Arab Air Carriers' Organization,SyrianAir Frequent Flyer,,,,,,1946 ( 1946 ) (as Syrian Airways ); June 1947 ( 1947-06 )
T'way Air,TW,TWB,ZS,0,41,TEEWAY,https://images.planefinder.net/api/logo/TWB/w/256,https://en.wikipedia.org/wiki/T%27way_Air,,Seoul–Gimpo ; Seoul–Incheon,Australia: Sydney (SYD) — Sydney Airport; Canada: Vancouver (YVR) — Vancouver International Airport; Haikou: Haikou Meilan International Airport — Suspended; Nanning: Nanning Wuxu International Airport — Terminated; Xuzhou: Xuzhou Guanyin International Airport Charter — Terminated; Yanji: Yanji Chaoyangchuan International Airport — Terminated; Croatia: Zagreb (ZAG) — Zagreb Airport; France: Paris (CDG) — Charles de Gaulle Airport; Germany: Frankfurt (FRA) — Frankfurt Airport; Guam: Hagåtña (GUM) — Antonio B. Won Pat International Airport; Hong Kong: Hong Kong (HKG) — Hong Kong International Airport; Indonesia: Denpasar (DPS) — Ngurah Rai International Airport; Italy: Rome (FCO) — Rome Fiumicino Airport; Japan: Fukuoka (FUK) — Fukuoka Airport; Kagoshima: Kagoshima Airport — Seasonal; Kumamoto: Kumamoto Airport — Seasonal; Ōita: Oita Airport — Seasonal; Saga: Saga Airport — Seasonal; Kyrgyzstan: Bishkek (BSZ) — Manas International Airport; Laos: Vientiane (VTE) — Wattay International Airport; Macau: Macau (MFM) — Macau International Airport; Malaysia: Kota Kinabalu (BKI) — Kota Kinabalu International Airport; Mongolia: Ulaanbaatar (UBN) — Chinggis Khaan International Airport; Northern Mariana Islands: Saipan (SPN) — Saipan International Airport; Philippines: Cebu (CEB) — Mactan–Cebu International Airport; Clark: Clark International Airport — Terminated; Vladivostok: Vladivostok International Airport — Terminated; Singapore: Singapore (SIN) — Changi Airport; South Korea: Busan (PUS) — Gimhae International Airport; Muan: Muan International Airport — Terminated; Seoul: Gimpo International Airport — Hub; Yangyang: Yangyang International Airport — Terminated; Spain: Barcelona (BCN) — Josep Tarradellas Barcelona–El Prat Airport; Taiwan: Kaohsiung (KHH) — Kaohsiung International Airport; Uzbekistan: Tashkent (TAS) — Tashkent International Airport; Vietnam: Da Nang (DAD) — Da Nang International Airport,www .twayair .com,Hong-Geun Jung ( CEO ),,"Seoul , South Korea",,,,,,,,1 April 2005 ( 2005-04-01 ) (as Hansung Airlines ) ; 13 August 2010 ( 2010-08-13 ) (as T'way Air ); 13 August 2005 ( 2005-08-13 ) (as Hansung Airlines ) ; 16 September 2010 ( 2010-09-16 ) (as T'way Air )
TAAG Angola Airlines,DT,DTA,D2,31,29,ANGOLA,https://images.planefinder.net/api/logo/DTA/w/256,https://en.wikipedia.org/wiki/TAAG_Angola_Airlines,,Dr. Antonio Agostinho Neto International Airport,Luanda: Dr. Antonio Agostinho Neto International Airport — Hub; Malanje: Malanje Airport — Terminated; Praia: Praia International Airport — Terminated; Cuba: Havana (HAV) — José Martí International Airport; Democratic Republic of the Congo: Kinshasa (FIH) — N'djili Airport; Kenya: Nairobi (NBO) — Jomo Kenyatta International Airport; Mozambique: Maputo (MPM) — Maputo International Airport; Namibia: Windhoek (WDH) — Hosea Kutako International Airport; Nigeria: Lagos (LOS) — Murtala Muhammed International Airport; Portugal: Lisbon (LIS) — Lisbon Airport; Porto: Porto Airport — Seasonal; Republic of the Congo: Brazzaville (BZV) — Maya-Maya Airport; South Africa: Cape Town (CPT) — Cape Town International Airport; São Tomé and Príncipe: São Tomé (TMS) — São Tomé International Airport; Zambia: Lusaka (LUN) — Lusaka International Airport; Zimbabwe: Harare (HRE) — Harare International Airport,taag .com,Eduardo Fairen ( CEO ) ; Vipula Gunatilleka ( CFO ),"3,268","Luanda , Angola",,Umbi Umbi Club,,,US$ −5 million ( FY 2016 ),,,"September 1938 ( 1938-09 ) (as DTA, Divisão dos Transportes Aéreos); 17 July 1940 ( 1940-07-17 )"
Taban Air,HH,TBM,EP,0,29,TABAN AIR,https://images.planefinder.net/api/logo/TBM/w/256,https://en.wikipedia.org/wiki/Taban_Air,,Mashhad Shahid Hasheminejad International Airport ; Tehran Imam Khomeini International Airport ; Tehran Mehrabad Airport; Shiraz Shahid Dastgheib International Airport,Iran: Tehran (THR) — Mehrabad International Airport; Mashhad: Mashhad Shahid Hasheminejad International Airport — Hub; Iraq: Baghdad (BGW) — Baghdad International Airport; Oman: Muscat (MCT) — Muscat International Airport; Georgia: Tbilisi (TBS) — Tbilisi International Airport; United Arab Emirates: Dubai (DXB) — Dubai International Airport; Afghanistan: Kabul (KBL) — Kabul International Airport; Syria: Damascus (DAM) — Damascus International Airport; Turkey: Istanbul (IST) — Istanbul Airport; Russia: Moscow (SVO) — Sheremetyevo International Airport; China: Guangzhou (CAN) — Guangzhou Baiyun International Airport; Uzbekistan: Tashkent (TAS) — Tashkent International Airport; Vietnam: Nha Trang (CXR) — Cam Ranh International Airport; Thailand: Phuket (HKT) — Phuket International Airport; Saudi Arabia: Jeddah (JED) — King Abdulaziz International Airport; Spain: Madrid (MAD) — Madrid–Barajas Airport,https://taban.aero/?lang=en,"Cpt. Asghar Abdollahpour ( Chairman , CEO )",,"Mashhad , Iran",,,,,,,,2005 ( 2005 ); 2006 ( 2006 )
Tailwind Airlines,TI,TWI,TC,4,5,TAILWIND,https://images.planefinder.net/api/logo/TWI/w/256,https://en.wikipedia.org/wiki/Tailwind_Airlines,,Istanbul Airport ; Antalya Airport,,tailwind.com.tr,Kadri Muhiddin (Chairman of the Board) ; Safi Ergin (Vice Chairman of the Board) ; Efe Erten (General Manager),,"Istanbul , Turkey",,,,,,,,2006 ( 2006 )
Tajik Air,7J,TJK,EY,3,0,TAJIKAIR,https://images.planefinder.net/api/logo/TJK/w/256,https://en.wikipedia.org/wiki/Tajik_Air,,Dushanbe International Airport; Khujand Airport,Dushanbe: Dushanbe International Airport — Hub; Khorugh: Khorog Airport — Regular; Kulob: Kulob Airport — Regular; Panjakent: Panjakent Airport — Regular,tajikair.tj,"Parviz Shodmonzoda, Director General",,"Dushanbe , Tajikistan",,,,,,,,3 September 1924 ( 1924-09-03 )
TAP Express,NI,PGA,CS,0,0,PORTUGALIA,https://images.planefinder.net/api/logo/PGA/w/256,https://en.wikipedia.org/wiki/Portug%C3%A1lia_Airlines,,Humberto Delgado Airport; Francisco Sá Carneiro Airport,,www .portugalia-airlines .pt,,,,,Qualiflyer (1992–2002) ; TAP Victoria ; Miles and Go,,,,,,25 July 1988 ( 1988-07-25 ); 7 July 1990 ( 1990-07-07 )
TAP Portugal,TP,TAP,CS,84,93,AIR PORTUGAL,https://images.planefinder.net/api/logo/TAP/w/256,https://en.wikipedia.org/wiki/TAP_Air_Portugal,,Lisbon Airport; Porto Airport; Madeira Airport,Algeria: Algiers (ALG) — Houari Boumediene Airport; Angola: Luanda (LAD) — Quatro de Fevereiro Airport; Austria: Vienna (VIE) — Vienna International Airport; Belgium: Brussels (BRU) — Brussels Airport; Brazil: Belém (BEL) — Val de Cans International Airport; Campinas: Viracopos International Airport — Terminated; Curitiba: Afonso Pena International Airport — Begins 2 July 2026; São Luís: Marechal Cunha Machado International Airport — Begins 26 October 2026; Canada: Montreal (YUL) — Montréal–Trudeau International Airport; Cape Verde: Boa Vista (BVC) — Aristides Pereira International Airport; Czech Republic: Prague (PRG) — Václav Havel Airport Prague; Denmark: Copenhagen (CPH) — Copenhagen Airport; Finland: Helsinki (HEL) — Helsinki Airport; France: Bordeaux (BOD) — Bordeaux–Mérignac Airport; Paris: Charles de Gaulle Airport — Terminated; Gambia: Banjul (BJL) — Banjul International Airport; Germany: Berlin (BER) — Berlin Brandenburg Airport; Cologne: Cologne Bonn Airport — Terminated; Hanover: Hannover Airport — Terminated; Ghana: Accra (ACC) — Accra International Airport; Guinea-Bissau: Bissau (OXB) — Osvaldo Vieira International Airport; Hungary: Budapest (BUD) — Budapest Ferenc Liszt International Airport; Ireland: Dublin (DUB) — Dublin Airport; Italy: Bologna (BLQ) — Bologna Guglielmo Marconi Airport; Milan: Milan Linate Airport — Terminated; Turin: Turin Airport — Terminated; Ivory Coast: Abidjan (ABJ) — Félix-Houphouët-Boigny International Airport; Luxembourg: Luxembourg (LUX) — Luxembourg Airport; Mexico: Cancún (CUN) — Cancún International Airport; Morocco: Agadir (AGA) — Agadir–Al Massira Airport; Mozambique: Maputo (MPM) — Maputo International Airport; Beira: Beira Airport — Terminated; Netherlands: Amsterdam (AMS) — Amsterdam Airport Schiphol; Poland: Warsaw (WAW) — Warsaw Chopin Airport; Portugal: Faro (FAO) — Faro Airport; Funchal: Madeira Airport — Focus city; Horta: Horta Airport — Terminated; Lisbon: Lisbon Airport — Hub; Pico: Pico Airport — Terminated; Porto: Porto Airport — Focus city; Porto Santo: Porto Santo Airport — Seasonal; Santa Maria Island: Santa Maria Airport — Terminated; Saint Petersburg: Pulkovo Airport — Terminated; Senegal: Dakar (DSS) — Blaise Diagne International Airport; South Africa: Cape Town (CPT) — Cape Town International Airport; Johannesburg: O. R. Tambo International Airport — Terminated; Mahón: Menorca Airport — Seasonal; Oviedo: Oviedo Airport — Terminated; Palma de Mallorca: Palma de Mallorca Airport — Seasonal; Vigo: Vigo–Peinador Airport — Terminated; Switzerland ; France ; Germany: Basel ; Mulhouse ; Freiburg (BSL) — EuroAirport Basel Mulhouse Freiburg; Switzerland: Geneva (GVA) — Geneva Airport; São Tomé and Príncipe: São Tomé (TMS) — São Tomé International Airport; Tunisia: Djerba (DJE) — Djerba–Zarzis International Airport; Monastir: Monastir Habib Bourguiba International Airport — Seasonal; Newcastle upon Tyne: Newcastle Airport — Terminated; United States: Boston (BOS) — Logan International Airport; Orlando: Orlando International Airport — Begins 29 October 2026; Venezuela: Caracas (CCS) — Simón Bolívar International Airport,www .flytap .com,Luís Rodrigues,"6,626","Lisbon , Portugal",Star Alliance,TAP Miles&Go,€ 4.2 billion (2023),€ 871 million (2023),€ 177 million (2023),,€ -468 million (2021),14 March 1945 ( 1945-03-14 ) ; (as Transportes Aéreos Portugueses ); 19 September 1946 ( 1946-09-19 )
Taquan Air,K3,TQN,N,9,14,TAQUAN,https://images.planefinder.net/api/logo/TQN/w/256,https://en.wikipedia.org/wiki/Taquan_Air,TQ0A509J,Ketchikan Harbor Seaplane Base; Ketchikan,,www.TaquanAir.com,"Brien Salazar, CEO",,"Ketchikan , Alaska , United States",,,,,,,,1977
TAR Aerolíneas,YQ,LCT,XA,9,0,TAR,https://images.planefinder.net/api/logo/LCT/w/256,,,,,,,,,,,,,,,,
Tarco Aviation,3T,TRQ,ST,12,13,AIRTARCO,https://planefinder.net/build/assets/no-airline-icon-DMPRAOBm.svg,https://en.wikipedia.org/wiki/Tarco_Aviation,062,Port Sudan New International Airport,Eritrea: Asmara (ASM) — Asmara International Airport; Egypt: Cairo (CAI) — Cairo International Airport; Kuwait: Kuwait City (KWI) — Kuwait International Airport; Qatar: Doha (DOH) — Hamad International Airport; Saudi Arabia: Dammam (DMM) — King Fahd International Airport; Sudan: Dongola (DOG) — Dongola Airport; Port Sudan: Port Sudan New International Airport — Hub; South Sudan: Juba (JUB) — Juba International Airport; Uganda: Entebbe (EBB) — Entebbe International Airport,www .tarcoaviation .com,"Gasim Al-Khalig, Saad Babikir",,"Port Sudan , Sudan",,,,,,,,2009
TAROM Romanian Air Transport,RO,ROT,YR,13,27,TAROM,https://images.planefinder.net/api/logo/ROT/w/256,https://en.wikipedia.org/wiki/TAROM,RO-001,Bucharest Henri Coandă International Airport,,www .tarom .ro /en,Costin Iordache (acting CEO ),,"Otopeni , Ilfov County , Romania",SkyTeam,Flying Blue,433 million € (2024),60 million € (2024),,,,1 January 1920 ( 1920-01-01 ) ; (as CFRNA ); 18 September 1954 ( 1954-09-18 ) ; (as TAROM )
Tasman Cargo Airlines,HJ,TMN,VH,3,2,TASMAN,https://images.planefinder.net/api/logo/TMN/w/256,https://en.wikipedia.org/wiki/Tasman_Cargo_Airlines,,,,http://www.tasmancargo.com/,,,"Mascot, New South Wales , Australia",,,,,,,,"September 5, 1994"
Tassili Airlines,SF,DTH,7T,1,18,TASSILI AIR,https://images.planefinder.net/api/logo/DTH/w/256,https://en.wikipedia.org/wiki/Domestic_Airlines,,Houari Boumedienne Airport,,domesticairlines .dz,Sidahmed Tazka (Interim Managing Director),,"Algiers , Algeria",,,,,,,,4 March 1998 ( 1998-03-04 ) (as Tassili Airlines ) ; 3 July 2025 (as Domestic Airlines ); 8 April 1999 ( 1999-04-08 ) (as Tassili Airlines ) ; 22 August 2025 (as Domestic Airlines )
TCA,-,TZS,4L,0,0,TOKA,https://images.planefinder.net/api/logo/TZS/w/256,https://en.wikipedia.org/wiki/L%C3%B3ide_A%C3%A9reo_Nacional,,,,,Ruy Vacani,,,,,,,,,,1947 (as TCA) ; 1949 (as Lóide Aéreo Nacional)
Terra Avia,T8,TVR,ER,7,0,TERRA AVIA,https://images.planefinder.net/api/logo/TVR/w/256,https://en.wikipedia.org/wiki/Terra_Avia,,Chișinău International Airport,,terraavia.com,,,"Chișinău , Moldova",,,,,,,,2005
Texel Air NZ,-,TNZ,ZK,0,0,,https://images.planefinder.net/api/logo/TNZ/w/256,https://en.wikipedia.org/wiki/Texel_Air_Australasia,,,,http://www.texelair.co.nz,John Chisholm ; (Chairman and founder),,Auckland Airport,,,,,,,,February 2023 ( 2023-02 ); 2023 ( 2023 )
Tez Jet Airlines,-,TEZ,EX,4,0,,https://images.planefinder.net/api/logo/TEZ/w/256,https://en.wikipedia.org/wiki/TezJet_Airlines,,Manas International Airport,Kyrgyzstan: Batken — Batken Airport; Bishkek: Manas International Airport — Hub; Uzbekistan: Tashkent (TAS) — Tashkent International Airport; India: Delhi (DEL) — Indira Gandhi International Airport,flytezjet .com,,,"Bishkek , Kyrgyzstan",,,,,,,,23 April 2013 ( 2013-04-23 ); August 2014 ( 2014-08 )
